DR Number,Address,Cross Street,Location 
101217351,FLOWER                       ST,73RD                         ST,"(33.9737, -118.2813)"
101217380,FIGUEROA                     ST,57TH                         ST,"(33.9906, -118.2827)"
101217401,NORMANDIE                    AV,53RD,"(33.9942, -118.3002)"
101217410,75TH,FIGUEROA,"(33.9717, -118.2827)"
101217427,CENTURY,WESTERN,"(33.9455, -118.309)"
101217446,54TH,CRENSHAW                     BL,"(33.9931, -118.3308)"
101217468,CRENSHAW,SLAUSON,"(33.989, -118.3308)"
101217483,78TH,CRENSHAW,"(33.9691, -118.3308)"
101217504,84TH                         ST,BROADWAY,"(33.9633, -118.2783)"
101217523,81ST,MAIN                         ST,"(33.9662, -118.2739)"
101217524,WESTERN                      AV,47TH                         ST,"(34.001, -118.3089)"
101217525,GAGE,FIGUEROA                     ST,"(33.9824, -118.2827)"
101217526,81ST                         ST,FIGUEROA,"(33.966, -118.2827)"
101217533,FLOWER                       ST,69TH                         ST,"(33.9774, -118.2813)"
131107476,GLENDALE,ALLESANDRO,"(34.0858, -118.2599)"
101217550,77TH,FLOWER,"(33.9698, -118.2813)"
131107481,AVENUE 54,IRVINGTON,"(34.1173, -118.1991)"
101217597,84TH                         ST,AVALON                       BL,"(33.9629, -118.2651)"
131107489,ECHO PARK,SUNSET,"(34.0774, -118.257)"
101217715,CENTURY                      BL,WESTERN                      AV,"(33.9455, -118.309)"
101217721,FIGUEROA                     ST,47TH                         ST,"(34.0011, -118.2827)"
101217746,67TH                         ST,ESTRELLA                     AV,"(33.979, -118.2839)"
101217754,77TH,BROADWAY,"(33.9699, -118.2783)"
101217755,MANCHESTER,BROADWAY,"(33.9601, -118.2782)"
101217771,VERMONT                      AV,FLORENCE                     AV,"(33.9746, -118.2914)"
101217786,89TH                         ST,WESTERN,"(33.9564, -118.309)"
101217839,MAIN                         ST,MANCHESTER,"(33.9601, -118.2739)"
101217860,FIGUEROA,SLAUSON,"(33.9892, -118.2827)"
101217892,WESTERN                      AV,49TH                         ST,"(33.9992, -118.3089)"
101217956,VERMONT,71ST                         ST,"(33.9755, -118.2914)"
101217993,84TH                         PL,NORMANDIE                    AV,"(33.9617, -118.3003)"
101218003,CRENSHAW                     BL,HYDE PARK,"(33.9806, -118.3309)"
131107628,RIVERSIDE                    DR,DALLAS,"(34.0932, -118.2407)"
131107650,BERKELEY,GLENDALE,"(34.0835, -118.26)"
101218089,GRAMERCY                     PL,MANCHESTER                   AV,"(33.96, -118.3134)"
101218109,WESTERN                      AV,SLAUSON                      AV,"(33.9892, -118.3089)"
101218153,FLORENCE                     ST,CRENSHAW                     BL,"(33.9745, -118.3309)"
101218231,VERMONT,65TH,"(33.9801, -118.2914)"
101218239,82ND,VERMONT,"(33.9643, -118.2914)"
101218260,STANFORD,79TH                         ST,"(33.9675, -118.263)"
131107754,EAGLE ROCK                   BL,COLORADO                     BL,"(34.1391, -118.214)"
131107755,EAGLE ROCK                   BL,COLORADO                     BL,"(34.1391, -118.214)"
131107764,FOUNTAIN,SANBORN,"(34.0958, -118.2783)"
131107791,SUNSET                       BL,FOUNTAIN                     AV,"(34.0958, -118.2862)"
101218351,73RD                         ST,SAINT ANDREWS,"(33.9737, -118.3112)"
101218387,48TH,WILTON                       PL,"(34.0001, -118.3149)"
101218444,8TH,64TH,"(33.9818, -118.3265)"
101218463,48TH,SAINT ANDREWS,"(34.0001, -118.3113)"
101218474,RAYMOND                      AV,49TH                         ST,"(33.9987, -118.298)"
101218505,67TH                         ST,11TH                         AV,"(33.9782, -118.3294)"
101218538,SLAUSON                      AV,VERMONT                      AV,"(33.9892, -118.2915)"
101218560,104TH                        ST,HOBART,"(33.9418, -118.3079)"
101218561,46TH                         ST,VERMONT                      AV,"(34.0017, -118.2915)"
101218580,58TH                         ST,WESTERN                      AV,"(33.9897, -118.3089)"
101218601,83RD                         ST,HARVARD                      BL,"(33.9637, -118.3068)"
101218603,74TH                         ST,BROADWAY,"(33.9728, -118.2783)"
101218606,74TH                         ST,BROADWAY,"(33.9728, -118.2783)"
101218616,77TH                         ST,CENTRAL                      AV,"(33.9694, -118.2564)"
101218632,HALLDALE,52ND                         ST,"(33.9951, -118.3024)"
101218647,MENLO                        AV,70TH                         ST,"(33.9764, -118.2892)"
101218648,60TH                         ST,DENKER                       AV,"(33.9859, -118.3046)"
101218672,BUDLONG                      AV,69TH                         ST,"(33.977, -118.2959)"
131107931,ALVARADO,SUNSET,"(34.0781, -118.2632)"
131107981,MONTE VISTA,AVENUE 61,"(34.1143, -118.1893)"
101218789,82ND                         ST,WESTERN                      AV,"(33.9646, -118.309)"
101218871,SLAUSON,DENKER,"(33.9892, -118.3045)"
131107996,EAGLE ROCK,LINCOLN,"(34.1237, -118.2215)"
101218843,VERMONT                      AV,GAGE                         AV,"(33.9822, -118.2915)"
101218881,WESTERN,FLORENCE,"(33.9746, -118.309)"
101218882,84TH,NORMANDIE,"(33.9625, -118.3003)"
131108024,RIVERSIDE                    DR,LOS FELIZ                    BL,"(34.117, -118.2717)"
101218922,80TH                         ST,MCKINLEY,"(33.9665, -118.2608)"
101218923,80TH                         ST,MCKINLEY,"(33.9665, -118.2608)"
101218924,80TH                         ST,MCKINLEY,"(33.9665, -118.2608)"
101218947,VAN NESS,SLAUSON                      AV,"(33.9891, -118.3177)"
101218978,74TH                         ST,BROADWAY,"(33.9728, -118.2783)"
101218996,SLAUSON                      AV,CRENSHAW                     BL,"(33.989, -118.3308)"
101219019,SLAUSON                      AV,VERMONT                      AV,"(33.9892, -118.2915)"
101219024,AVALON,79TH                         ST,"(33.9675, -118.2651)"
101219032,GAGE                         AV,VERMONT                      AV,"(33.9822, -118.2915)"
101219072,MANCHESTER                   BL,NORMANDIE                    AV,"(33.96, -118.3003)"
101219074,65TH,DENKER,"(33.9806, -118.3046)"
131412475,GLENCOE,MINDANAO,"(33.9843, -118.4329)"
131108058,AVENUE 50,IRVINGTON                    PL,"(34.1155, -118.2073)"
131108064,AVENUE 52,HARBOR                       FY,"(34.104, -118.1971)"
101219099,81ST                         ST,MCKINLEY,"(33.9656, -118.2608)"
101219132,NORMANDIE,79TH,"(33.9673, -118.3003)"
101219167,84TH,MAIN                         ST,"(33.9633, -118.2739)"
101219188,83RD,MAIN,"(33.9642, -118.2739)"
101219250,GAGE                         AV,VERMONT                      AV,"(33.9822, -118.2915)"
101219260,11TH                         AV,FLORENCE                     AV,"(33.9746, -118.3294)"
101219277,73RD                         ST,BROADWAY,"(33.9737, -118.2783)"
101219278,74TH                         ST,HOOVER,"(33.9727, -118.2871)"
101219295,61ST,FIGUEROA,"(33.9842, -118.2827)"
101219301,FIGUEROA,83RD,"(33.9642, -118.2827)"
101219326,VERNON,WESTERN,"(34.0037, -118.3089)"
131108199,ALEXANDRIA,HOLLYWOOD,"(34.1018, -118.2984)"
101219390,VERNON,SAINT ANDREWS,"(34.0037, -118.3113)"
101219407,HOOVER,GAGE,"(33.9822, -118.287)"
101219438,CENTRAL                      AV,75TH                         ST,"(33.9723, -118.2564)"
131108224,FOUNTAIN,SUNSET,"(34.0958, -118.2841)"
101219434,HARVARD,94TH                         ST,"(33.9511, -118.3068)"
131108235,ECHO,AVENUE 52,"(34.1052, -118.1987)"
101219448,79TH,CRENSHAW                     BL,"(33.9673, -118.3308)"
101219452,LA SALLE,89TH                         ST,"(33.9564, -118.3057)"
131108251,SAN FERNANDO,GLENDALE                     FY,"(34.1133, -118.2443)"
101219459,83RD                         ST,CENTRAL                      AV,"(33.9638, -118.2564)"
101219492,82ND,SAN PEDRO,"(33.9654, -118.2695)"
101219513,58TH                         ST,HALLDALE                     AV,"(33.9884, -118.3024)"
101219543,78TH                         ST,MAIN                         ST,"(33.9689, -118.2739)"
101219550,62ND,GRAMERCY                     PL,"(33.9834, -118.3134)"
101219556,82ND                         ST,FIGUEROA                     AV,"(33.9651, -118.2827)"
101219566,82ND                         ST,AVALON                       BL,"(33.9647, -118.2651)"
101219578,80TH,FIGUEROA,"(33.9669, -118.2827)"
101219605,69TH                         ST,WESTERN                      AV,"(33.977, -118.309)"
101219607,78TH                         ST,MAIN                         ST,"(33.9689, -118.2739)"
131108285,FIGUEROA                     ST,AVENUE 56,"(34.109, -118.194)"
101219653,WEST                         BL,SLAUSON                      AV,"(33.989, -118.3352)"
101219689,6TH                          AV,64TH                         ST,"(33.9818, -118.3235)"
101219709,65TH                         ST,VERMONT                      AV,"(33.9801, -118.2914)"
101219740,CRENSHAW,HYDE PARK,"(33.9806, -118.3309)"
131108331,LOS FELIZ                    BL,RIVERSIDE,"(34.117, -118.2717)"
101219780,STANFORD                     AV,MANCHESTER                   AV,"(33.9602, -118.2629)"
101219782,SLAUSON                      AV,ALVISO                       AV,"(33.989, -118.3439)"
101219843,FLOWER,57TH,"(33.9906, -118.2809)"
131108391,HOLLYWOOD                    BL,ALEXANDRIA                   AV,"(34.1018, -118.2984)"
101219895,BUDLONG                      AV,74TH                         ST,"(33.9728, -118.2962)"
101219898,91ST,HOOVER                       ST,"(33.9542, -118.2869)"
101219934,WESTERN                      AV,FLORENCE                     AV,"(33.9746, -118.309)"
131108416,GLENDALE                     BL,REVERE,"(34.1199, -118.2588)"
101219976,FLORENCE                     AV,CRENSHAW                     AV,"(33.9745, -118.3309)"
101219978,58TH                         ST,SAINT ANDREWS                PL,"(33.9921, -118.3108)"
101220013,84TH                         ST,KANSAS                       ST,"(33.9628, -118.294)"
101220023,VERMONT,69TH                         ST,"(33.9771, -118.2918)"
101220050,CRENSHAW                     BL,SLAUSON                      AV,"(33.989, -118.3308)"
101220080,50TH                         ST,VERMONT                      AV,"(33.9979, -118.2915)"
101220081,NORMANDIE                    AV,52ND                         ST,"(33.9951, -118.3002)"
101220176,VAN NESS,SLAUSON,"(33.9891, -118.3171)"
101220144,59TH                         ST,VERMONT                      AV,"(33.9875, -118.2915)"
101220165,FLORENCE                     AV,WESTERN                      AV,"(33.9746, -118.309)"
101220187,HARVARD                      BL,MANCHESTER,"(33.96, -118.3068)"
101220188,50TH                         ST,VERMONT                      AV,"(33.9979, -118.2915)"
101220215,83RD,TOWNE,"(33.9638, -118.2673)"
101220219,DENKER,SLAUSON,"(33.9892, -118.3045)"
101220225,VAN NESS,57TH,"(33.991, -118.3171)"
101220250,76TH                         ST,AVALON                       BL,"(33.9712, -118.2652)"
101220359,VERNON,WESTERN,"(34.0037, -118.3089)"
101220371,56TH,VERMONT,"(33.9914, -118.2915)"
101220375,3RD,75TH,"(33.9719, -118.3199)"
101220428,VAN NESS,48TH,"(34.0001, -118.3171)"
101220431,FLORENCE,BROADWAY,"(33.9747, -118.2783)"
101220462,47TH                         ST,VERMONT                      AV,"(34.0005, -118.2915)"
131108747,FAIRVIEW,ELLENWOOD,"(34.1361, -118.2237)"
101220569,46TH                         ST,VERMONT                      AV,"(34.0017, -118.2915)"
101220568,76TH                         ST,CENTRAL,"(33.9712, -118.2564)"
101220575,CENTURY                      AV,SAINT ANDREWS                PL,"(33.9455, -118.3112)"
101220609,NORMANDIE                    AV,47TH                         ST,"(34.0007, -118.3002)"
101220618,85TH                         PL,BROADWAY,"(33.9608, -118.2782)"
101220634,FIGUEROA                     ST,MANCHESTER                   AV,"(33.9601, -118.2827)"
101220658,48TH,VERMONT                      AV,"(33.9996, -118.2915)"
101220693,82ND,DENKER                       AV,"(33.9646, -118.3046)"
101220717,85TH,NORMANDIE,"(33.9608, -118.3003)"
101220791,74TH,VERMONT,"(33.9728, -118.2916)"
101220853,RAYMOND,73RD                         ST,"(33.9737, -118.2981)"
101220858,78TH,WESTERN,"(33.9691, -118.309)"
101220872,SLAUSON                      AV,WESTERN                      AV,"(33.9892, -118.3089)"
101220898,HOOVER,74TH,"(33.9727, -118.2871)"
101220913,VERMONT,56TH,"(33.9914, -118.2915)"
101220931,NORMANDIE                    AV,61ST                         ST,"(33.9842, -118.3002)"
101220954,85TH                         ST,FIGUEROA                     ST,"(33.9611, -118.2827)"
101221034,WESTERN                      AV,50TH                         ST,"(33.9983, -118.3089)"
101221098,61ST                         ST,VERMONT                      AV,"(33.9846, -118.2915)"
101221117,58TH,WEST                         BL,"(33.9881, -118.3352)"
101221123,47TH                         ST,WESTERN                      AV,"(34.001, -118.3089)"
101221127,68TH                         ST,ESTRELLA,"(33.9783, -118.2849)"
101221135,NORMANDIE                    ST,78TH                         ST,"(33.9694, -118.3003)"
101221170,63RD,CRENSHAW,"(33.9829, -118.3309)"
101221176,HOOVER,65TH                         ST,"(33.9806, -118.2871)"
101221192,VERMONT                      AV,59TH                         PL,"(33.9869, -118.2915)"
101221214,66TH                         ST,HOOVER                       ST,"(33.9792, -118.2871)"
101221248,75TH,VERMONT,"(33.9719, -118.2916)"
101221262,91ST,DALTON,"(33.9546, -118.3036)"
101221285,54TH                         ST,11TH                         AV,"(33.9932, -118.3294)"
101221297,SLAUSON,WESTERN,"(33.9892, -118.3089)"
101221312,84TH                         PL,WESTERN                      AV,"(33.9618, -118.309)"
101221314,NORMANDIE                    AV,MANCHESTER                   AV,"(33.96, -118.3003)"
101221335,WESTERN,CENTURY,"(33.9455, -118.309)"
101221338,91ST                         ST,NORMANDIE                    AV,"(33.9543, -118.3003)"
101221380,77TH                         ST,MAIN,"(33.9699, -118.2739)"
101221382,77TH                         ST,MAIN,"(33.9699, -118.2739)"
101221427,46TH,SAINT ANDREWS,"(34.0019, -118.3113)"
101221455,FLORENCE,CRENSHAW,"(33.9745, -118.3309)"
101221459,62ND                         ST,HARVARD,"(33.9833, -118.3068)"
101221492,W  81ST                         ST,WESTERN                      AV,"(33.9655, -118.309)"
101221516,FLORENCE,VERMONT,"(33.9746, -118.2916)"
101221526,SLAUSON,FIGUEROA,"(33.9892, -118.2827)"
101221529,79TH                         ST,CENTRAL                      AV,"(33.9675, -118.2564)"
101221531,74TH                         ST,FIGUEROA,"(33.9727, -118.2827)"
101221551,84TH                         PL,MAIN,"(33.9624, -118.2739)"
101221577,51ST                         ST,VERMONT,"(33.9964, -118.2915)"
101221579,WESTERN                      AV,CENTURY                      BL,"(33.9455, -118.309)"
131109214,VIRGIL                       AV,SUNSET                       BL,"(34.0976, -118.2862)"
101221686,DENKER,54TH                         ST,"(33.9933, -118.3046)"
101221687,HOOVER,49TH                         ST,"(33.9988, -118.2871)"
101221753,73RD                         ST,NORMANDIE,"(33.9737, -118.3003)"
